Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP08,OUT018,2882.781692451829
FDU44,OUT046,2602.6319538187277
DRG39,OUT035,908.3356636446832
FDU32,OUT049,2081.2367108418634
FDY27,OUT049,2902.65663270996
NCP54,OUT013,2081.2367108418634
NCZ41,OUT049,2081.2367108418634
DRL49,OUT013,2037.0947743419515
FDI05,OUT018,1029.0659872209117
FDY56,OUT045,3807.5338405803845
DRC13,OUT013,2081.2367108418634
NCV29,OUT017,2902.65663270996
FDR24,OUT049,1410.9881473995717
FDZ34,OUT018,3394.372299776818
FDP37,OUT035,2100.7311764079
FDX08,OUT027,4643.344219752558
FDS57,OUT045,2139.8778767081476
NCG18,OUT049,1658.5420291013213
FDK25,OUT018,2572.4979870901707
FDH53,OUT049,1295.4450921404198
DRI59,OUT018,3281.191829936777
FDA52,OUT046,2893.8005924161653
FDT20,OUT010,69.55076622621625
FDE36,OUT019,780.7042888774365
FDI24,OUT017,2893.8005924161653
FDB28,OUT018,2882.781692451829
FDV11,OUT017,2893.8005924161653
FDP01,OUT046,2375.454208230816
FDD34,OUT027,4087.381192285997
FDJ50,OUT027,1365.1612743342916
FDZ44,OUT013,1906.949908199585
DRO59,OUT035,1206.567526906214
DRB48,OUT045,746.931515556327
FDR21,OUT018,2627.2410635016436
NCE42,OUT010,578.0918020474942
FDO23,OUT046,1426.496112224635
NCE30,OUT018,3073.044237510436
FDQ22,OUT035,753.7347141891372
FDY01,OUT045,1906.949908199585
FDS08,OUT017,2893.8005924161653
FDG28,OUT018,3279.5935219908984
FDQ51,OUT018,665.6942111247234
FDB05,OUT017,3949.472081356958
FDO56,OUT049,1906.949908199585
FDE02,OUT018,1277.3450783991643
FDN45,OUT017,3678.511573566853
FDS09,OUT013,814.8452449501947
NCA54,OUT018,2627.2410635016436
FDP09,OUT010,568.3816517031971
FDC53,OUT045,1658.5420291013213
NCM55,OUT017,3143.6336271380264
FDL09,OUT018,2572.4979870901707
FDA11,OUT019,429.02990982642285
FDA50,OUT045,1537.3878946943441
FDC23,OUT017,2902.65663270996
FDE22,OUT049,2602.6319538187277
FDD23,OUT046,3143.6336271380264
NCA29,OUT049,2893.8005924161653
FDK38,OUT046,2436.98720489049
DRC13,OUT046,2081.2367108418634
NCP43,OUT049,2893.8005924161653
FDX28,OUT049,1649.6859888075267
FDF08,OUT049,1410.9881473995717
FDZ33,OUT046,2436.98720489049
FDD10,OUT049,2893.8005924161653
FDO58,OUT017,2602.6319538187277
FDI50,OUT017,4330.27136139072
FDO58,OUT045,2701.523315809505
FDX08,OUT013,2902.65663270996
NCK17,OUT010,69.55076622621625
FDF39,OUT035,4025.8721822730554
FDU45,OUT010,415.01386728707575
NCJ18,OUT018,1732.5134011884816
DRC27,OUT019,432.43344874510746
DRC25,OUT035,1401.5172881199114
FDU59,OUT035,2622.126419384764
FDU28,OUT035,3171.9841329978576
NCP30,OUT046,746.931515556327
FDB39,OUT018,786.4864701672636
FDE41,OUT013,1382.0228225538744
DRH11,OUT010,165.83121690602687
FDA58,OUT045,3909.1925138711426
FDU50,OUT046,1906.949908199585
FDM34,OUT013,2139.8778767081476
FDM44,OUT027,2625.8294903024207
FDR39,OUT045,3143.6336271380264
FDM25,OUT045,2893.8005924161653
FDQ49,OUT049,2448.019160948299
DRH25,OUT018,683.1674201066977
FDM09,OUT027,4634.488179458764
FDL44,OUT019,453.072886774485
NCR42,OUT018,576.2331745038347
DRL59,OUT046,897.697238372441
FDX43,OUT013,2799.206775268036
DRK47,OUT010,608.6502243945375
FDU48,OUT018,1936.708596688247
FDY12,OUT045,814.8452449501947
NCN43,OUT018,1886.9234711157574
NCM55,OUT018,2882.781692451829
FDQ21,OUT027,3223.518335033663
FDX13,OUT035,3991.0850809418303
NCK30,OUT027,6017.628980705721
FDG20,OUT049,2893.8005924161653
DRG27,OUT017,746.931515556327
FDY14,OUT018,3989.5862441385893
FDP59,OUT035,1607.6474577138897
FDU60,OUT017,2808.0628155618306
NCC18,OUT019,454.5076237608313
DRJ39,OUT017,3427.39834911967
FDS07,OUT049,1906.949908199585
FDM08,OUT027,5752.38744055274
FDP51,OUT045,2000.8200661516416
FDU16,OUT035,1364.1197242763512
FDH12,OUT013,1649.6859888075267
DRE48,OUT010,506.9310404602398
NCL42,OUT027,6002.319245002104
FDR21,OUT045,2893.8005924161653
NCW29,OUT035,2159.372342274184
FDO11,OUT013,5144.2300809826875
NCM31,OUT049,2139.8778767081476
FDV35,OUT019,418.5055218932068
FDF58,OUT017,968.7315579521675
NCE43,OUT049,2799.206775268036
FDA02,OUT035,2456.4816704565264
DRL37,OUT010,81.73545122290376
FDR24,OUT018,1252.9810732803064
FDW59,OUT049,1353.481299004109
FDS22,OUT049,767.9722408468092
FDW24,OUT017,814.8452449501947
FDU24,OUT035,1556.8823602603811
FDA21,OUT027,5065.59197909745
FDH58,OUT027,3019.764419556127
FDW36,OUT018,1491.6789146882613
FDI45,OUT027,4634.488179458764
FDU01,OUT018,2891.6377327456235
FDF35,OUT027,2625.8294903024207
FDU43,OUT019,0.0
FDE24,OUT019,348.2081827277585
FDK50,OUT049,2602.6319538187277
FDG31,OUT045,1020.1009753587421
FDC60,OUT045,1410.9881473995717
FDL36,OUT013,1410.9881473995717
FDP21,OUT013,3143.6336271380264
FDW16,OUT045,1410.9881473995717
FDX02,OUT017,3700.6301075856886
FDQ58,OUT027,3742.082719107142
FDT51,OUT046,1736.7373254649983
FDD59,OUT049,1286.5890518466251
NCM42,OUT018,1491.6789146882613
FDA57,OUT018,588.9244414370611
FDZ48,OUT035,1935.3004140594167
FDE46,OUT045,2445.8432451842846
NCZ30,OUT019,403.2754726385747
FDB56,OUT017,3143.6336271380264
FDA25,OUT027,2625.8294903024207
FDD20,OUT013,2090.092751135658
FDL25,OUT013,1426.496112224635
NCO18,OUT049,2893.8005924161653
FDJ45,OUT017,734.2402486231003
FDR12,OUT035,2818.7012408340725
NCF19,OUT010,107.0385704940823
FDK25,OUT046,2799.206775268036
NCR17,OUT046,1906.949908199585
FDC52,OUT046,2445.8432451842846
NCA54,OUT017,2893.8005924161653
FDR45,OUT010,2271.2141534392426
NCM19,OUT049,1906.949908199585
FDF39,OUT027,5870.534529752065
FDX23,OUT049,1537.3878946943441
FDD58,OUT027,2625.8294903024207
FDX28,OUT013,1649.6859888075267
NCD31,OUT013,2611.4879941125223
FDU57,OUT018,2233.817924870592
FDI27,OUT046,814.8452449501947
NCM42,OUT046,1649.6859888075267
FDD32,OUT027,2218.292853634773
FDI34,OUT013,3800.9702469668778
NCM29,OUT049,2148.7339170019422
FDG46,OUT018,1732.5134011884816
DRC01,OUT010,107.0385704940823
FDB15,OUT027,5974.701283735483
NCA17,OUT027,3733.2266788133475
FDF10,OUT046,2436.98720489049
FDR26,OUT027,4634.488179458764
FDI02,OUT049,1906.949908199585
NCM54,OUT010,421.4632404042411
FDF14,OUT013,2436.98720489049
FDJ33,OUT010,403.2754726385747
FDM20,OUT035,3986.340607893431
FDC03,OUT027,5065.59197909745
NCX05,OUT046,1906.949908199585
NCM41,OUT027,2483.782734537377
NCU29,OUT010,407.4735658353978
FDQ59,OUT017,1344.6252587103143
FDH46,OUT010,377.3583843342167
FDH09,OUT013,814.8452449501947
NCD06,OUT045,814.8452449501947
FDC15,OUT035,2467.5136265143356
DRD37,OUT027,1227.4363782602206
FDT28,OUT027,3733.2266788133475
FDR28,OUT027,4078.525151992202
FDT38,OUT017,1382.0228225538744
FDV34,OUT027,2127.63290342212
FDY52,OUT035,988.2260235182043
FDB34,OUT013,1382.0228225538744
DRL23,OUT018,1500.534954982056
DRB24,OUT046,2445.8432451842846
FDJ50,OUT046,953.3495845803236
FDQ49,OUT035,2456.4816704565264
FDP20,OUT035,2100.7311764079
FDV19,OUT027,4078.525151992202
NCR54,OUT045,3143.6336271380264
FDO09,OUT010,733.9638701595627
FDS57,OUT018,1936.708596688247
FDN10,OUT049,1906.949908199585
FDV23,OUT049,2081.2367108418634
FDY28,OUT049,3405.279815100834
DRG51,OUT013,2611.4879941125223
FDD45,OUT019,429.02990982642285
NCL18,OUT027,5065.59197909745
NCM29,OUT013,2148.7339170019422
FDF17,OUT027,5065.59197909745
FDE22,OUT017,2602.6319538187277
FDQ22,OUT017,734.2402486231003
FDS01,OUT013,2902.65663270996
FDW35,OUT027,1141.8617133053742
FDJ33,OUT046,2081.2367108418634
NCF54,OUT035,2913.295057982202
FDE09,OUT013,1658.5420291013213
NCE06,OUT045,2602.6319538187277
DRH49,OUT049,1286.5890518466251
FDY43,OUT045,2799.206775268036
NCT05,OUT017,3980.4466556695884
FDZ34,OUT045,3655.224234463016
FDL38,OUT017,1390.878862847669
FDZ31,OUT017,3143.6336271380264
FDR14,OUT035,963.9880098525658
NCN54,OUT049,1295.4450921404198
NCC42,OUT027,3211.7517897844027
FDK08,OUT017,1658.5420291013213
FDP59,OUT013,1588.1529921478527
FDV22,OUT035,2526.9944094806924
FDD33,OUT035,3820.4647125329143
DRE60,OUT027,5921.390934417329
FDK52,OUT046,3800.9702469668778
FDA02,OUT017,2436.98720489049
FDM56,OUT049,1649.6859888075267
FDE57,OUT035,2159.372342274184
FDM32,OUT045,1419.8441876933664
NCQ30,OUT027,3214.6622947398682
FDQ27,OUT027,2634.6855305962154
FDT60,OUT027,3214.6622947398682
FDU43,OUT049,3891.6078784167776
NCO55,OUT035,1669.1804543735636
FDG02,OUT045,3152.489667431821
FDJ28,OUT013,3152.489667431821
FDP40,OUT045,1906.949908199585
FDJ38,OUT045,3143.6336271380264
NCC54,OUT017,3917.2183071880236
NCZ41,OUT046,2081.2367108418634
FDK38,OUT019,416.32960612919237
FDU52,OUT013,2436.98720489049
FDC40,OUT046,1187.073061340177
NCR30,OUT017,1060.2318072575115
NCN18,OUT017,1906.949908199585
FDB50,OUT035,1306.083517412662
FDG04,OUT013,3152.489667431821
FDR26,OUT035,2851.762061322528
NCT17,OUT018,2882.781692451829
FDX35,OUT027,5921.390934417329
FDS12,OUT046,2081.2367108418634
NCZ29,OUT027,3214.6622947398682
FDB38,OUT010,444.2168464806904
FDP12,OUT013,734.2402486231003
FDP22,OUT046,832.3184539321687
FDS26,OUT018,3583.893203463168
FDR52,OUT046,3143.6336271380264
DRJ13,OUT046,2602.6319538187277
FDU48,OUT027,3211.7517897844027
FDE29,OUT035,979.3699832244097
NCT29,OUT049,2081.2367108418634
DRK37,OUT018,3013.0545380104527
FDK55,OUT046,1382.0228225538744
FDR07,OUT046,1475.8548980346702
FDO21,OUT027,5467.533636006382
FDK46,OUT049,4204.560650320034
FDB12,OUT045,1649.6859888075267
FDT31,OUT027,5074.448019391245
FDJ33,OUT045,2081.2367108418634
FDC26,OUT027,2675.3322278100427
NCQ02,OUT045,3152.489667431821
FDP08,OUT010,506.9310404602398
FDB11,OUT027,5752.38744055274
FDV55,OUT013,2436.98720489049
FDW20,OUT049,2019.703714182188
NCJ18,OUT019,394.82452994665846
FDC41,OUT018,1029.0659872209117
FDE14,OUT027,2625.8294903024207
FDG35,OUT013,2713.5658229434093
FDF45,OUT035,972.8440501463605
FDS19,OUT027,2218.292853634773
FDS58,OUT019,444.2168464806904
FDA26,OUT017,3427.39834911967
FDM32,OUT049,1390.878862847669
FDL45,OUT046,2081.2367108418634
FDZ55,OUT049,2602.6319538187277
FDY37,OUT049,2139.8778767081476
FDO46,OUT046,3152.489667431821
FDQ60,OUT046,2000.8200661516416
FDA19,OUT018,1936.708596688247
FDL15,OUT046,2436.98720489049
FDM10,OUT018,3073.044237510436
NCL05,OUT017,746.931515556327
DRK49,OUT010,69.55076622621625
NCE18,OUT027,6026.485020999516
FDG40,OUT049,734.2402486231003
DRI59,OUT045,3491.7733359662016
FDK28,OUT035,3991.0850809418303
NCD06,OUT019,107.0385704940823
FDO11,OUT019,1949.5310327366988
FDK27,OUT046,2009.6761064454363
FDT43,OUT027,1347.6880653523174
FDD38,OUT018,1500.534954982056
FDA16,OUT049,3427.39834911967
FDL14,OUT027,3733.2266788133475
NCM17,OUT049,746.931515556327
FDD20,OUT045,2090.092751135658
FDA40,OUT045,1390.878862847669
FDL43,OUT045,1286.5890518466251
FDV15,OUT045,1649.6859888075267
FDE52,OUT046,1410.9881473995717
NCL17,OUT010,348.2081827277585
NCJ31,OUT045,3917.2183071880236
FDR60,OUT045,1286.5890518466251
NCA18,OUT035,1926.444373765622
FDS21,OUT027,1800.2416194569932
FDW09,OUT035,1306.083517412662
FDL26,OUT035,2465.337710750321
FDS47,OUT018,1252.9810732803064
FDC39,OUT046,3405.279815100834
FDT51,OUT035,1756.2317910310353
FDK40,OUT035,4022.5462901983124
NCG19,OUT045,3834.603503432965
FDZ07,OUT046,959.8755176583728
FDF08,OUT027,2483.782734537377
FDO04,OUT013,944.493544286529
FDK41,OUT018,1186.618184591049
FDP15,OUT049,4136.186184755625
NCD43,OUT018,1500.534954982056
NCP18,OUT013,2436.98720489049
FDZ51,OUT046,1435.3521525184296
DRH13,OUT035,1669.1804543735636
FDF38,OUT045,746.931515556327
NCI43,OUT045,814.8452449501947
FDM38,OUT027,1706.0697019231056
FDS03,OUT013,1050.9444555210482
DRJ47,OUT017,2893.8005924161653
FDT50,OUT010,388.0150824102118
FDV02,OUT046,2893.8005924161653
NCG18,OUT017,1658.5420291013213
FDW52,OUT046,2701.523315809505
FDS40,OUT035,762.5907544829319
FDN31,OUT017,3143.6336271380264
FDA37,OUT045,2081.2367108418634
FDA15,OUT046,4209.513275383729
FDL39,OUT046,2718.1135270437317
FDJ53,OUT045,2081.2367108418634
FDX22,OUT013,3485.952215004323
NCZ42,OUT045,3948.192881500654
FDD56,OUT027,4634.488179458764
FDD40,OUT017,3152.489667431821
FDS50,OUT013,3250.834884597947
NCN14,OUT013,3152.489667431821
FDT15,OUT013,3143.6336271380264
NCS18,OUT027,2625.8294903024207
NCO26,OUT010,415.01386728707575
FDF58,OUT018,810.724483832902
NCB19,OUT013,1382.0228225538744
FDH26,OUT017,2139.8778767081476
DRB24,OUT027,3742.082719107142
FDA49,OUT018,1224.0157484346091
FDB32,OUT045,1546.2439349881388
FDI36,OUT017,3152.489667431821
NCA17,OUT010,407.4735658353978
FDH22,OUT013,2081.2367108418634
NCM26,OUT018,2242.6739651643866
FDT15,OUT027,5065.59197909745
FDB16,OUT018,1224.0157484346091
NCP54,OUT027,3214.6622947398682
FDJ36,OUT013,1649.6859888075267
FDO28,OUT045,2000.8200661516416
FDU09,OUT013,944.493544286529
FDF29,OUT017,2090.092751135658
FDY08,OUT013,2139.8778767081476
DRJ59,OUT018,585.0892147976293
FDT23,OUT027,2218.292853634773
FDU15,OUT018,576.2331745038347
FDT47,OUT013,1537.3878946943441
FDI53,OUT019,485.0401464432746
FDR59,OUT018,3606.011737482004
FDD53,OUT035,766.4259811223639
FDY51,OUT017,3405.279815100834
FDT04,OUT049,746.931515556327
FDU51,OUT049,3004.902677738838
FDG14,OUT035,2456.4816704565264
NCU06,OUT045,3800.9702469668778
DRG25,OUT046,3528.1575299314436
DRH49,OUT035,1364.1197242763512
FDN15,OUT035,2168.2283825679788
FDL43,OUT018,1029.0659872209117
NCT18,OUT049,3201.8919199910342
NCB31,OUT013,4139.027784387109
FDK57,OUT035,2020.3145317176786
FDY04,OUT019,476.18410614948
NCP54,OUT046,2081.2367108418634
FDF41,OUT013,3917.2183071880236
FDM01,OUT045,1658.5420291013213
FDW03,OUT045,1649.6859888075267
FDF28,OUT045,2081.2367108418634
FDY37,OUT017,2139.8778767081476
FDQ03,OUT017,3473.293499182492
FDP51,OUT027,3114.4065002152156
FDJ40,OUT017,1727.8812851712037
FDC32,OUT049,1426.496112224635
DRI49,OUT027,2218.292853634773
NCW54,OUT017,944.493544286529
FDF09,OUT017,743.096288916895
FDP45,OUT018,3467.2078198540407
DRJ23,OUT018,2882.781692451829
FDS59,OUT017,1727.8812851712037
FDY08,OUT046,2139.8778767081476
FDX16,OUT049,2436.98720489049
FDY16,OUT018,2882.781692451829
FDK32,OUT035,2465.337710750321
FDQ22,OUT013,746.931515556327
NCC31,OUT018,2253.7059212221957
FDG58,OUT049,2436.98720489049
DRF48,OUT013,3143.6336271380264
DRH36,OUT049,1060.2318072575115
NCR30,OUT035,1206.567526906214
FDB03,OUT019,722.5192589420302
FDZ28,OUT027,3214.6622947398682
FDR35,OUT017,3152.489667431821
DRD15,OUT027,5943.509468436166
FDJ33,OUT019,403.2754726385747
FDA56,OUT010,403.6805702404531
FDP56,OUT046,814.8452449501947
NCT30,OUT046,814.8452449501947
FDK15,OUT017,1649.6859888075267
FDH44,OUT018,2242.6739651643866
FDV01,OUT013,2436.98720489049
DRG03,OUT017,2436.98720489049
FDG50,OUT027,2492.6387748311718
FDR16,OUT010,2137.2091791144526
FDZ60,OUT046,1649.6859888075267
DRG03,OUT045,2436.98720489049
FDS56,OUT018,3633.5210386025387
FDU33,OUT045,814.8452449501947
DRD27,OUT035,1678.0364946673583
FDW22,OUT046,3709.4861478794833
DRA24,OUT045,2602.6319538187277
FDF38,OUT049,746.931515556327
FDX48,OUT013,2436.98720489049
FDS58,OUT018,2408.3187140926243
FDC32,OUT046,1426.496112224635
NCQ29,OUT045,3928.6629184055564
DRK39,OUT018,1186.618184591049
NCS38,OUT017,1906.949908199585
DRO47,OUT013,1906.949908199585
DRG27,OUT027,1133.0056730115796
FDC57,OUT027,5065.59197909745
FDS55,OUT046,2436.98720489049
NCJ06,OUT018,1797.6507861317436
FDO01,OUT019,405.7090508538488
NCM55,OUT045,3143.6336271380264
FDC52,OUT049,2445.8432451842846
FDQ15,OUT045,1286.5890518466251
NCT30,OUT027,1338.8320250585227
NCR42,OUT027,1120.3144060783532
FDD28,OUT035,972.8440501463605
FDQ34,OUT049,1649.6859888075267
FDZ12,OUT027,3211.7517897844027
DRE13,OUT019,407.64656973652495
NCN07,OUT019,405.7090508538488
FDM28,OUT035,2913.295057982202
FDI10,OUT017,2893.8005924161653
FDQ25,OUT013,2799.206775268036
FDA38,OUT010,744.6377929608661
DRI13,OUT049,3436.2543894134647
FDY20,OUT027,2483.782734537377
NCZ53,OUT035,3163.128092704063
NCM31,OUT013,2436.98720489049
DRB01,OUT017,2607.030623673063
DRF37,OUT046,3972.0772503196454
NCF42,OUT049,2893.8005924161653
FDF16,OUT018,2233.817924870592
FDB41,OUT013,814.8452449501947
FDR34,OUT013,4095.2620864058376
FDR15,OUT018,2244.849880928401
NCV42,OUT019,415.01386728707575
FDW51,OUT035,3424.7742806668707
FDU36,OUT017,1537.3878946943441
FDX60,OUT049,1344.6252587103143
FDY03,OUT035,1926.444373765622
FDW55,OUT045,3975.702182621189
FDT01,OUT010,546.2631176843612
FDG58,OUT013,2436.98720489049
FDK21,OUT017,3980.4466556695884
NCS41,OUT019,565.1893333132476
FDS10,OUT045,3201.8919199910342
NCT53,OUT046,2701.523315809505
FDJ28,OUT018,2891.6377327456235
FDX44,OUT045,1382.0228225538744
FDT20,OUT018,588.9244414370611
FDO44,OUT017,1649.6859888075267
NCX17,OUT049,3773.0705067732915
FDY01,OUT017,1906.949908199585
FDJ12,OUT027,5463.482853279724
DRK35,OUT018,576.2331745038347
FDD47,OUT019,426.25003638200207
NCM53,OUT035,1669.1804543735636
FDO45,OUT013,1382.0228225538744
NCM42,OUT010,390.43545852976786
FDE04,OUT046,2902.65663270996
NCI30,OUT027,6002.319245002104
FDZ19,OUT013,2893.8005924161653
FDW57,OUT013,2893.8005924161653
FDA25,OUT013,1658.5420291013213
FDT22,OUT046,959.8755176583728
FDP51,OUT013,1906.949908199585
FDD48,OUT027,3019.764419556127
FDY39,OUT035,3221.3863855570708
FDO48,OUT010,572.8838003842802
FDD23,OUT027,5065.59197909745
DRN35,OUT027,1120.3144060783532
FDT01,OUT035,3424.7742806668707
FDC20,OUT010,165.83121690602687
DRJ35,OUT035,979.3699832244097
FDB32,OUT046,1435.3521525184296
FDL24,OUT046,2893.8005924161653
NCV42,OUT035,1926.444373765622
FDZ46,OUT046,1649.6859888075267
FDC15,OUT013,2448.019160948299
FDD08,OUT019,56.85949929298972
FDY50,OUT049,1419.8441876933664
FDD36,OUT013,2009.6761064454363
FDG57,OUT027,1338.8320250585227
FDL21,OUT018,597.7804817308557
FDN16,OUT027,2625.8294903024207
FDJ09,OUT027,1218.580337966426
FDS01,OUT010,454.5076237608313
FDV33,OUT017,4204.560650320034
DRE12,OUT017,1906.949908199585
FDR07,OUT013,1475.8548980346702
FDP48,OUT010,506.9310404602398
NCB55,OUT035,963.9880098525658
FDQ08,OUT013,968.7315579521675
FDR34,OUT035,4114.756551971874
FDO33,OUT046,1906.949908199585
FDP13,OUT045,746.931515556327
FDX12,OUT049,3948.192881500654
NCT06,OUT049,2799.206775268036
FDR16,OUT019,2168.183753427083
FDE36,OUT046,3038.0107582062515
FDZ36,OUT049,3143.6336271380264
FDV13,OUT045,1382.0228225538744
NCZ17,OUT035,753.7347141891372
FDU56,OUT045,3143.6336271380264
FDM09,OUT035,2913.295057982202
FDV02,OUT017,2893.8005924161653
FDS34,OUT018,1732.5134011884816
FDA11,OUT049,1537.3878946943441
FDP09,OUT017,3477.0961747105284
FDB29,OUT027,3019.764419556127
FDT19,OUT017,2902.65663270996
DRH15,OUT017,759.1162005530146
FDY38,OUT046,3800.9702469668778
FDF14,OUT027,3733.2266788133475
FDN48,OUT010,429.02990982642285
FDQ12,OUT013,3823.0887809857136
NCJ43,OUT045,2893.8005924161653
FDE17,OUT019,407.4735658353978
FDB05,OUT035,3968.9665469229944
FDH10,OUT045,2782.7049480586425
NCR06,OUT017,755.7875558501216
FDU32,OUT018,1878.0674308219627
FDD56,OUT049,2893.8005924161653
FDO36,OUT018,2627.2410635016436
FDH16,OUT010,413.52194500135965
FDX10,OUT018,533.0128038015757
FDZ37,OUT017,1390.878862847669
FDU31,OUT010,568.3816517031971
DRC49,OUT049,2139.8778767081476
FDL15,OUT045,2436.98720489049
FDN32,OUT019,515.7870807540343
DRH59,OUT027,1924.6605724756723
NCU29,OUT049,2436.98720489049
FDR37,OUT019,828.760080366109
FDS14,OUT018,2295.4746236009632
FDU02,OUT027,5921.390934417329
FDJ08,OUT035,3163.128092704063
NCZ06,OUT045,3906.057749442869
FDO31,OUT049,1344.6252587103143
FDH31,OUT018,1500.534954982056
FDS58,OUT017,2611.4879941125223
NCA53,OUT027,1347.6880653523174
FDF50,OUT046,3152.489667431821
NCW42,OUT049,3700.6301075856886
NCQ17,OUT045,2448.019160948299
FDK51,OUT018,3614.8677777757985
NCW41,OUT010,427.0097363631597
NCR29,OUT017,944.493544286529
FDB08,OUT019,444.2168464806904
FDA40,OUT027,2255.690417478333
FDL14,OUT018,2295.4746236009632
FDB47,OUT046,3477.0961747105284
FDO03,OUT035,3984.49135387278
DRK13,OUT019,506.9310404602398
FDX13,OUT010,1011.9453952774196
FDF52,OUT046,3201.8919199910342
FDT11,OUT013,3143.6336271380264
FDB08,OUT013,2611.4879941125223
FDQ28,OUT018,2253.7059212221957
FDD29,OUT045,3980.4466556695884
NCQ29,OUT027,5974.701283735483
NCO02,OUT013,1050.9444555210482
FDR56,OUT010,506.9310404602398
NCM54,OUT049,2081.2367108418634
FDP51,OUT035,1926.444373765622
FDT38,OUT013,1382.0228225538744
FDZ20,OUT018,3688.6785205527067
FDJ53,OUT013,2081.2367108418634
FDX13,OUT049,3971.5906153757937
FDP58,OUT035,3424.7742806668707
NCK31,OUT019,124.51177947605662
FDA35,OUT018,1878.0674308219627
FDV37,OUT018,2882.781692451829
NCO07,OUT027,5422.64106798266
FDA20,OUT045,3143.6336271380264
FDZ59,OUT035,2818.7012408340725
NCY17,OUT017,759.1162005530146
FDQ28,OUT035,2456.4816704565264
FDV35,OUT017,2436.98720489049
FDQ36,OUT013,734.2402486231003
FDD34,OUT018,2408.3187140926243
FDK51,OUT045,4030.484082126021
FDV31,OUT035,2913.295057982202
FDR04,OUT035,1565.7384005541758
FDR14,OUT049,944.493544286529
DRC36,OUT010,454.5076237608313
FDE39,OUT019,403.2754726385747
FDP57,OUT049,1649.6859888075267
FDE57,OUT046,2139.8778767081476
NCN18,OUT046,1727.8812851712037
NCQ05,OUT018,2242.6739651643866
FDW47,OUT035,2020.3145317176786
FDV46,OUT035,2168.2283825679788
NCP29,OUT045,959.8755176583728
FDE09,OUT018,1562.3008184538949
NCU06,OUT027,5943.509468436166
FDT19,OUT010,454.5076237608313
DRF15,OUT017,2436.98720489049
DRI51,OUT013,2799.206775268036
NCX54,OUT013,1649.6859888075267
DRE01,OUT013,3917.2183071880236
NCB07,OUT045,3143.6336271380264
FDU50,OUT035,1926.444373765622
FDG40,OUT035,753.7347141891372
FDW10,OUT018,2854.00001787775
FDX51,OUT013,3152.489667431821
NCP17,OUT045,1020.1009753587421
FDP21,OUT035,3163.128092704063
FDL04,OUT045,1649.6859888075267
FDV23,OUT013,2081.2367108418634
FDF24,OUT046,1344.6252587103143
FDH56,OUT027,3019.764419556127
FDB51,OUT049,959.8755176583728
FDI58,OUT027,2513.531396189238
FDR20,OUT013,814.8452449501947
FDC51,OUT018,1886.9234711157574
FDB16,OUT027,2255.690417478333
FDE40,OUT049,959.8755176583728
NCM17,OUT035,766.4259811223639
FDU56,OUT035,3171.9841329978576
FDS32,OUT019,416.61456135666975
FDX02,OUT049,3700.6301075856886
FDT39,OUT027,3742.082719107142
FDE35,OUT017,944.493544286529
NCI42,OUT019,575.8473248373158
DRL23,OUT046,1658.5420291013213
FDA10,OUT046,2081.2367108418634
FDA11,OUT013,1537.3878946943441
NCM06,OUT046,2436.98720489049
NCT05,OUT035,3999.941121235625
NCQ02,OUT010,515.7870807540343
NCY06,OUT049,2139.8778767081476
FDY56,OUT035,3720.124573151725
FDL02,OUT035,1669.1804543735636
NCI06,OUT035,2913.295057982202
FDQ14,OUT045,2436.98720489049
FDQ12,OUT017,3823.0887809857136
FDP36,OUT046,814.8452449501947
FDK21,OUT027,6026.485020999516
FDO40,OUT045,2436.98720489049
NCK54,OUT019,423.8699075808704
FDY09,OUT018,2627.2410635016436
NCW30,OUT049,4213.416690613829
NCC55,OUT027,1129.1704463721478
FDE58,OUT018,1732.5134011884816
FDR39,OUT013,3143.6336271380264
FDU28,OUT049,3143.6336271380264
FDH08,OUT017,3831.9448212795082
FDG35,OUT045,2713.5658229434093
FDG22,OUT049,734.2402486231003
FDC34,OUT035,2518.1383691868978
FDP15,OUT018,3748.002137899149
FDK34,OUT010,744.6377929608661
FDU45,OUT035,1926.444373765622
FDQ04,OUT027,1133.0056730115796
FDX22,OUT018,3153.7166374139247
FDB45,OUT017,1597.0090324416474
NCH43,OUT027,5027.767821201875
DRE60,OUT046,3678.511573566853
FDD17,OUT027,5977.142724902254
NCM54,OUT017,2081.2367108418634
NCH55,OUT013,2081.2367108418634
NCT06,OUT017,2701.523315809505
FDA48,OUT027,5486.543530752316
FDY58,OUT027,5943.509468436166
FDO25,OUT045,3405.279815100834
FDN50,OUT045,1537.3878946943441
FDH35,OUT035,2721.0177813755417
FDK09,OUT045,3800.9702469668778
FDO16,OUT013,1353.481299004109
FDW11,OUT045,1050.9444555210482
FDU47,OUT027,3220.6078300781974
NCQ42,OUT010,421.4632404042411
FDK55,OUT027,2483.782734537377
FDN08,OUT049,1906.949908199585
FDT57,OUT045,3865.5780777455957
FDJ12,OUT018,3144.86059712013
DRL59,OUT017,841.1744942259634
NCN53,OUT046,734.2402486231003
FDO51,OUT010,69.55076622621625
FDK56,OUT017,3143.6336271380264
FDY12,OUT035,851.8129194982056
FDU15,OUT035,753.7347141891372
FDQ19,OUT046,3975.702182621189
DRF15,OUT045,2436.98720489049
DRE25,OUT019,429.02990982642285
FDK57,OUT018,1797.6507861317436
FDD33,OUT010,608.6502243945375
FDR34,OUT027,6215.6827738562915
